"","x"
"164488",461100
"164489",290200
"164490",311300
"164491",307500
"164492",323400
"164493",415400
"164494",359000
"164495",299900
"164496",320600
"164497",457000
"164498",351400
"164499",551400
"164500",804400
"164501",247600
"164502",482300
"164503",342900
"164504",173000
"164505",425100
"164506",444000
"164507",323800
"164508",328000
"164509",811000
"164510",549500
"164511",166500
"164512",267000
"164513",365700
"164514",539500
"164515",244300
"164516",367500
"164517",400800
"164518",217500
"164519",281500
"164520",425200
"164521",268100
"164522",572300
"164523",300700
"164524",1025600
"164525",377000
"164526",250200
"164527",387600
"164528",301800
"164529",310000
"164530",345000
"164531",252100
"164532",682500
"164533",722300
"164534",654100
"164535",246400
"164536",633400
"164537",327000
"164538",369400
"164539",270700
"164540",418400
"164541",421500
"164542",272000
"164543",457600
"164544",357400
"164545",283000
"164546",497100
"164547",681900
"164548",307800
"164549",237300
"164550",264200
"164551",410800
"164552",234600
"164553",539400
"164554",292100
"164555",281600
"164556",289800
"164557",520000
"164558",468600
"164559",338800
"164560",349500
"164561",544700
"164562",316600
"164563",506200
"164564",223800
"164565",240100
"164566",494100
"164567",487300
"164568",996000
"164569",499300
"164570",471300
"164571",463600
"164572",237900
"164573",315000
"164574",210400
"164575",421000
"164576",648100
"164577",596500
"164578",302800
"164579",459200
"164580",295500
"164581",261600
"164582",647700
"164583",317400
"164584",217800
"164585",458300
"164586",397600
"164587",486500
"164588",256600
"164589",240000
"164590",858300
"164591",100000
"164592",223000
"164593",450700
"164594",468700
"164595",269800
"164596",410600
"164597",300200
"164598",223500
"164599",278200
"164600",332000
"164601",473800
"164602",439600
"164603",459200
"164604",491200
"164605",403700
"164606",264400
"164607",553600
"164608",231700
"164609",726000
"164610",392100
"164611",342600
"164612",360500
"164613",206800
"164614",360600
"164615",244900
"164616",152500
"164617",286700
"164618",305800
"164619",141200
"164620",347200
"164621",585400
"164622",261000
"164623",325000
"164624",412100
"164625",389500
"164626",230000
"164627",338400
"164628",380900
"164629",250800
"164630",1099000
"164631",445400
"164632",441300
"164633",368800
"164634",324600
"164635",387300
"164636",426000
"164637",810000
"164638",609900
"164639",376500
"164640",479200
"164641",671000
"164642",288800
"164643",539600
"164644",554500
"164645",310500
"164646",348800
"164647",252300
"164648",332000
"164649",333800
"164650",225600
"164651",302600
"164652",289800
"164653",250600
"164654",481800
"164655",369300
"164656",736300
"164657",300400
"164658",584200
"164659",453200
"164660",283700
"164661",214000
"164662",550000
"164663",266900
"164664",405100
"164665",256400
"164666",266100
"164667",246100
"164668",612700
"164669",459000
"164670",256500
"164671",401300
"164672",308400
"164673",334100
"164674",494200
"164675",375900
"164676",178700
"164677",354800
"164678",403800
"164679",417500
"164680",512200
"164681",405600
"164682",470000
"164683",356500
"164684",509700
"164685",247600
"164686",333800
"164687",725500
"164688",515000
"164689",320700
"164690",243300
"164691",387000
"164692",301800
"164693",341900
"164694",330800
"164695",270000
"164696",467300
"164697",247300
"164698",245800
"164699",289900
"164700",612400
"164701",265400
"164702",1104200
"164703",279000
"164704",264700
"164705",474500
"164706",418100
"164707",310500
"164708",405800
"164709",482600
"164710",184400
"164711",178400
"164712",227600
"164713",350200
"164714",320300
"164715",249600
"164716",269000
"164717",434400
"164718",236900
"164719",436500
"164720",305200
"164721",299000
"164722",530700
"164723",348800
"164724",370800
"164725",271400
"164726",358200
"164727",376600
"164728",466800
"164729",853500
"164730",348000
"164731",289600
"164732",316700
"164733",228700
"164734",317900
"164735",393000
"164736",445100
"164737",459700
"164738",232800
"164739",316500
"164740",519200
"164741",413900
"164742",776000
"164743",238500
"164744",315600
"164745",779000
"164746",243700
"164747",201600
"164748",309900
"164749",248400
"164750",321000
"164751",574700
"164752",623000
"164753",305400
"164754",325000
"164755",317000
"164756",426500
"164757",330800
"164758",453500
"164759",226300
"164760",380200
"164761",782100
"164762",305600
"164763",167300
"164764",843800
"164765",387300
"164766",277800
"164767",454600
"164768",381300
"164769",363000
"164770",413600
"164771",293600
"164772",330700
"164773",214800
"164774",270700
"164775",313300
"164776",338700
"164777",509300
"164778",1455700
"164779",356500
"164780",254300
"164781",337700
"164782",374500
"164783",362400
"164784",333500
"164785",649400
"164786",470200
"164787",348600
"164788",499100
"164789",349900
"164790",258900
"164791",560600
"164792",332900
"164793",439500
"164794",256300
"164795",259400
"164796",625100
"164797",209100
"164798",1007300
"164799",342600
"164800",881300
"164801",403000
"164802",716400
"164803",449700
"164804",270100
"164805",213200
"164806",514000
"164807",507700
"164808",625900
"164809",301400
"164810",325900
"164811",207400
"164812",487300
"164813",397600
"164814",435700
"164815",388500
"164816",375100
"164817",339600
"164818",407800
"164819",221600
"164820",371900
"164821",84500
"164822",500000
"164823",348500
"164824",246200
"164825",348000
"164826",284200
"164827",233600
"164828",338400
"164829",439300
"164830",398700
"164831",306500
"164832",296700
"164833",204300
"164834",340600
"164835",259000
"164836",227600
"164837",454100
"164838",242400
"164839",293000
"164840",364200
"164841",819100
"164842",500700
"164843",383200
"164844",251700
"164845",548100
"164846",361900
"164847",541900
"164848",205100
"164849",396300
"164850",860000
"164851",506100
"164852",190000
"164853",672200
"164854",295800
"164855",249000
"164856",277000
"164857",411100
"164858",890800
"164859",224800
"164860",738300
"164861",414800
"164862",200100
"164863",428900
"164864",412900
"164865",163600
"164866",612200
"164867",387000
"164868",497900
"164869",272100
"164870",284600
"164871",284900
"164872",392700
"164873",271000
"164874",353500
"164875",256600
"164876",300300
"164877",194100
"164878",390400
"164879",412100
"164880",226600
"164881",201800
"164882",295600
"164883",301500
"164884",335600
"164885",395200
"164886",417900
"164887",493700
"164888",310900
"164889",226100
"164890",573000
"164891",378900
"164892",263700
"164893",319400
"164894",544100
"164895",645400
"164896",724600
"164897",283400
"164898",210000
"164899",285900
"164900",182600
"164901",790900
"164902",329200
"164903",250700
"164904",205800
"164905",564100
"164906",362300
"164907",400100
"164908",363000
"164909",330700
"164910",357900
"164911",195100
"164912",204500
"164913",300700
"164914",285600
"164915",167000
"164916",730600
"164917",398800
"164918",157900
"164919",956000
"164920",405400
"164921",391600
"164922",316400
"164923",373200
"164924",341400
"164925",248600
"164926",289200
"164927",444000
"164928",331700
"164929",485100
"164930",290300
"164931",386400
"164932",295000
"164933",399100
"164934",360600
"164935",489800
"164936",157100
"164937",186500
"164938",306600
"164939",227100
"164940",444400
"164941",281000
"164942",340100
"164943",250700
"164944",391300
"164945",205800
"164946",510700
"164947",278100
"164948",249800
"164949",392300
"164950",568200
"164951",430700
"164952",261000
"164953",207400
"164954",331100
"164955",753400
"164956",322600
"164957",312000
"164958",425200
"164959",697400
"164960",299600
"164961",518200
"164962",426400
"164963",312200
"164964",452400
"164965",445900
"164966",505500
"164967",243900
"164968",353100
"164969",299000
"164970",293300
"164971",413000
"164972",772400
"164973",326600
"164974",313200
"164975",327700
"164976",469600
"164977",494600
"164978",224000
"164979",413100
"164980",305600
"164981",575300
"164982",560300
"164983",442500
"164984",346200
"164985",164000
"164986",397900
"164987",366300
"164988",252000
"164989",356600
"164990",437800
"164991",341700
"164992",150000
"164993",429400
"164994",296300
"164995",277700
"164996",349200
"164997",315500
"164998",386800
"164999",186700
"165000",261200
"165001",310100
"165002",381500
"165003",524300
"165004",435100
"165005",414900
"165006",682400
"165007",264700
"165008",486600
"165009",511900
"165010",459100
"165011",304800
"165012",335200
"165013",263600
"165014",369400
"165015",348900
"165016",640200
"165017",307500
"165018",317400
"165019",474600
"165020",287200
"165021",317900
"165022",346600
"165023",313400
"165024",379700
"165025",217500
"165026",267900
"165027",150400
"165028",769500
"165029",198000
"165030",351200
"165031",344600
"165032",318000
"165033",322400
"165034",358800
"165035",453500
"165036",470000
"165037",386400
"165038",364500
"165039",290700
"165040",255300
"165041",274000
"165042",260000
"165043",479300
"165044",572600
"165045",296500
"165046",437700
"165047",1412400
"165048",406500
"165049",602500
"165050",760200
"165051",394200
"165052",522500
"165053",261100
"165054",293500
"165055",430800
"165056",279300
"165057",407200
"165058",379900
"165059",147800
"165060",259600
"165061",356700
"165062",377700
"165063",502100
"165064",329300
"165065",947400
"165066",206900
"165067",292500
"165068",414800
"165069",1304400
"165070",538500
"165071",608500
"165072",392300
"165073",420000
"165074",422700
"165075",643600
"165076",328300
"165077",531800
"165078",385500
"165079",560500
"165080",245300
"165081",545100
"165082",548600
"165083",582000
"165084",350000
"165085",761900
"165086",332600
"165087",969700
"165088",489100
"165089",349000
"165090",172300
"165091",261100
"165092",390300
"165093",371600
"165094",274200
"165095",486300
"165096",618500
"165097",501100
"165098",814500
"165099",360100
"165100",155000
"165101",320700
"165102",457100
"165103",226900
"165104",251500
"165105",476100
"165106",596000
"165107",269200
"165108",513000
"165109",294500
"165110",255300
"165111",289500
"165112",590800
"165113",542900
"165114",178300
"165115",511600
"165116",530800
"165117",257700
"165118",733100
"165119",812700
"165120",462500
"165121",519200
"165122",305500
"165123",377900
"165124",604200
"165125",499600
"165126",515300
"165127",240000
"165128",414400
"165129",414600
"165130",249600
"165131",480400
"165132",234000
"165133",756100
"165134",426300
"165135",399500
"165136",309900
"165137",336700
"165138",317300
"165139",383200
"165140",604100
"165141",342200
"165142",514700
"165143",280500
"165144",441200
"165145",740900
"165146",279500
"165147",435600
"165148",310600
"165149",693800
"165150",305600
"165151",271200
"165152",221100
"165153",589100
"165154",241700
"165155",302200
"165156",365600
"165157",320000
"165158",321600
"165159",504500
"165160",482100
"165161",426700
"165162",202700
"165163",206100
"165164",346900
"165165",212900
"165166",485200
"165167",254500
"165168",970100
"165169",307200
"165170",342100
"165171",337800
"165172",450000
"165173",362100
"165174",593300
"165175",558300
"165176",313200
"165177",315200
"165178",218900
"165179",255600
"165180",396800
"165181",449000
"165182",224300
"165183",265000
"165184",244200
"165185",485400
"165186",545000
"165187",404000
"165188",249200
"165189",279000
"165190",278100
"165191",325400
"165192",296800
"165193",1766000
"165194",380400
"165195",672400
"165196",585700
"165197",875600
"165198",582200
"165199",512900
"165200",259000
"165201",472700
"165202",359100
"165203",432400
"165204",252400
"165205",205400
"165206",235900
"165207",367200
"165208",740200
"165209",173600
"165210",171900
"165211",842400
"165212",436000
"165213",361500
"165214",539200
"165215",272900
"165216",3568700
"165217",968200
"165218",429700
"165219",406200
"165220",394900
"165221",676100
"165222",355300
"165223",258500
"165224",240400
"165225",363000
"165226",586300
"165227",329000
"165228",214000
"165229",317700
"165230",376200
"165231",294500
"165232",291600
"165233",281100
"165234",255600
"165235",774100
"165236",421800
"165237",503900
"165238",189800
"165239",251400
"165240",504500
"165241",176700
"165242",217600
"165243",472200
"165244",292800
"165245",335900
"165246",222300
"165247",314800
"165248",234800
"165249",322400
"165250",547200
"165251",282100
"165252",486000
"165253",294000
"165254",426200
"165255",486500
"165256",382100
"165257",426900
"165258",273500
"165259",286800
"165260",850400
"165261",350400
"165262",320800
"165263",173800
"165264",339700
"165265",274500
"165266",348800
"165267",295000
"165268",276900
"165269",273200
"165270",251300
"165271",233400
"165272",326300
"165273",355500
"165274",520500
"165275",425400
"165276",1075800
"165277",233900
"165278",278800
"165279",425600
"165280",321800
"165281",380000
"165282",842600
"165283",315500
"165284",417400
"165285",365400
"165286",294300
"165287",282100
"165288",529600
"165289",511700
"165290",380300
"165291",377500
"165292",358200
"165293",210900
"165294",582800
"165295",494100
"165296",379600
"165297",550000
"165298",568400
"165299",282000
"165300",321300
"165301",450900
"165302",808200
"165303",420800
"165304",302500
"165305",477900
"165306",387000
"165307",351700
"165308",314300
"165309",375300
"165310",778500
"165311",284200
"165312",579700
"165313",306700
"165314",515200
"165315",394400
"165316",672000
"165317",1118800
"165318",327800
"165319",448400
"165320",318400
"165321",325800
"165322",352600
"165323",384700
"165324",291100
"165325",321400
"165326",405500
"165327",318400
"165328",389900
"165329",389900
"165330",288600
"165331",220000
"165332",178800
"165333",462500
"165334",412900
"165335",313500
"165336",445300
"165337",439300
"165338",410800
"165339",1289000
"165340",369900
"165341",157900
"165342",531200
"165343",281600
"165344",324200
"165345",395600
"165346",565100
"165347",256200
"165348",252800
"165349",424100
"165350",249500
"165351",419000
"165352",754500
"165353",770900
"165354",451300
"165355",306000
"165356",323500
"165357",276500
"165358",299100
"165359",322300
"165360",290300
"165361",477600
"165362",416700
"165363",299000
"165364",365800
"165365",410000
"165366",332400
"165367",374600
"165368",266800
"165369",485500
"165370",460500
"165371",427700
"165372",559500
"165373",250400
"165374",229800
"165375",381600
"165376",230800
"165377",241400
"165378",451500
"165379",350300
"165380",456700
"165381",344300
"165382",343200
"165383",443400
"165384",428500
"165385",399500
"165386",456600
"165387",598100
"165388",309300
"165389",267100
"165390",281100
"165391",377500
"165392",382700
"165393",217500
"165394",231800
"165395",262200
"165396",234500
"165397",451100
"165398",745600
"165399",190400
"165400",398100
"165401",751800
"165402",334800
"165403",641100
"165404",653700
"165405",430400
"165406",291200
"165407",310800
"165408",412900
"165409",432800
"165410",609700
"165411",269600
"165412",306400
"165413",991900
"165414",318200
"165415",405400
"165416",346900
"165417",450600
"165418",573300
"165419",655300
"165420",225400
"165421",217900
"165422",239900
"165423",639600
"165424",350800
"165425",188200
"165426",341700
"165427",247500
"165428",252800
"165429",242700
"165430",869100
"165431",345400
"165432",332300
"165433",274800
"165434",233000
"165435",436700
"165436",504200
"165437",447700
"165438",522500
"165439",465800
"165440",403300
"165441",963100
"165442",340600
"165443",663500
"165444",378100
"165445",387100
"165446",241100
"165447",289400
"165448",434600
"165449",241000
"165450",503900
"165451",284700
"165452",462800
"165453",234000
"165454",521800
"165455",169900
"165456",266800
"165457",284300
"165458",312600
"165459",665600
"165460",352700
"165461",264800
"165462",314900
"165463",535300
"165464",340300
"165465",196400
"165466",366400
"165467",234400
"165468",344600
"165469",311100
"165470",428400
"165471",466100
"165472",342500
"165473",288100
"165474",350900
"165475",418500
"165476",268300
"165477",592700
"165478",274700
"165479",268000
"165480",345300
"165481",235200
"165482",317700
"165483",466900
"165484",319600
"165485",610400
"165486",266300
"165487",321200
"165488",311100
"165489",323600
"165490",244200
"165491",454100
"165492",279200
"165493",322400
"165494",352700
"165495",453400
"165496",1492600
"165497",590900
"165498",301100
"165499",276800
"165500",345500
"165501",615100
"165502",570700
"165503",328300
"165504",378300
"165505",446800
"165506",169600
"165507",195500
"165508",403200
"165509",289400
"165510",635300
"165511",379100
"165512",203000
"165513",671900
"165514",432600
"165515",272700
"165516",298900
"165517",309700
"165518",437500
"165519",400000
"165520",456100
"165521",537900
"165522",198900
"165523",271800
"165524",446200
"165525",608700
"165526",363800
"165527",325700
"165528",475500
"165529",336500
"165530",624500
"165531",361900
"165532",188700
"165533",296100
"165534",428200
"165535",403900
"165536",376700
"165537",249700
"165538",458600
"165539",511500
"165540",485200
"165541",345900
"165542",423700
"165543",236500
"165544",322200
"165545",429500
"165546",678800
"165547",1424000
"165548",356900
"165549",273900
"165550",382700
"165551",208000
"165552",601000
"165553",278600
"165554",317300
"165555",305500
"165556",397700
"165557",419200
"165558",558200
"165559",624900
"165560",2514200
"165561",340500
"165562",338200
"165563",430000
"165564",349400
"165565",342900
"165566",649400
"165567",375700
"165568",286800
"165569",281100
"165570",2244800
"165571",277400
"165572",221400
"165573",274900
"165574",534700
"165575",239800
"165576",271400
"165577",562800
"165578",500100
"165579",569800
"165580",475000
"165581",446100
"165582",287500
"165583",582100
"165584",280000
"165585",479200
"165586",584400
"165587",669100
"165588",469800
"165589",634400
"165590",714000
"165591",365700
"165592",272700
"165593",313900
"165594",308100
"165595",187700
"165596",350800
"165597",390100
"165598",356100
"165599",428100
"165600",270000
"165601",1091500
"165602",181900
"165603",385200
"165604",521000
"165605",310600
"165606",212900
"165607",240000
"165608",341900
"165609",671500
"165610",213200
"165611",247200
"165612",305600
"165613",341400
"165614",256200
"165615",503200
"165616",404200
"165617",301300
"165618",230700
"165619",250100
"165620",313700
"165621",322000
"165622",325700
"165623",106100
"165624",301300
"165625",216800
"165626",373500
"165627",448200
"165628",308700
"165629",380700
"165630",1495300
"165631",275500
"165632",239400
"165633",337000
"165634",374200
"165635",393800
"165636",724800
"165637",333500
"165638",287400
"165639",923500
"165640",252000
"165641",465400
"165642",312600
"165643",232700
"165644",857700
"165645",590000
"165646",270000
"165647",587100
"165648",502600
"165649",288200
"165650",348900
"165651",436900
"165652",619900
"165653",501800
"165654",554400
"165655",707100
"165656",316300
"165657",866700
"165658",206200
"165659",273500
"165660",397800
"165661",377900
"165662",648700
"165663",862600
"165664",424500
"165665",285900
"165666",459600
"165667",329000
"165668",475800
"165669",352900
"165670",234400
"165671",411600
"165672",294600
"165673",312200
"165674",435000
"165675",288700
"165676",283900
"165677",258300
"165678",294700
"165679",201000
"165680",420700
"165681",352300
"165682",541600
"165683",617000
"165684",409000
"165685",480600
"165686",451300
"165687",550000
"165688",513300
"165689",422400
"165690",312300
"165691",439800
"165692",306700
"165693",295700
"165694",606100
"165695",315400
"165696",430100
"165697",564900
"165698",282700
"165699",294900
"165700",286300
"165701",411600
"165702",330000
"165703",528300
"165704",338000
"165705",330100
"165706",271900
"165707",639500
"165708",380000
"165709",384600
"165710",699600
"165711",421700
"165712",746200
"165713",230300
"165714",187200
"165715",314200
"165716",440400
"165717",667200
"165718",461300
"165719",299400
"165720",381500
"165721",433000
"165722",647400
"165723",557400
"165724",237300
"165725",407300
"165726",434900
"165727",399800
"165728",519300
"165729",255300
"165730",461300
"165731",274600
"165732",227900
"165733",230000
"165734",1489800
"165735",319000
"165736",589500
"165737",228600
"165738",252600
"165739",373200
"165740",314700
"165741",244300
"165742",457100
"165743",484700
"165744",256100
"165745",361000
"165746",417600
"165747",283000
"165748",317200
"165749",329500
"165750",420700
"165751",293300
"165752",283200
"165753",211000
"165754",186000
"165755",534000
"165756",342300
"165757",409800
"165758",234800
"165759",433200
"165760",461200
"165761",444700
"165762",341500
"165763",316600
"165764",447400
"165765",276600
"165766",648200
"165767",298500
"165768",177100
"165769",522500
"165770",262100
"165771",262200
"165772",755800
"165773",568700
"165774",405300
"165775",329400
"165776",222100
"165777",671200
"165778",483000
"165779",287200
"165780",511700
"165781",254500
"165782",227500
"165783",448500
"165784",189800
"165785",277700
"165786",199600
"165787",405100
"165788",286600
"165789",268300
"165790",434800
"165791",377500
"165792",350900
"165793",353500
"165794",338400
"165795",279400
"165796",223800
"165797",682700
"165798",1719100
"165799",402300
"165800",265600
"165801",140000
"165802",245600
"165803",914100
"165804",265000
"165805",376300
"165806",369300
"165807",281000
"165808",390400
"165809",283400
"165810",546400
"165811",232700
"165812",391000
"165813",230000
"165814",430700
"165815",513200
"165816",368000
"165817",435400
"165818",554900
"165819",286400
"165820",412500
"165821",332300
"165822",206800
"165823",447900
"165824",833800
"165825",325900
"165826",651200
"165827",840700
"165828",289700
"165829",444800
"165830",1234600
"165831",726900
"165832",364600
"165833",512200
"165834",482300
"165835",421700
"165836",247000
"165837",483200
"165838",1099000
"165839",238300
"165840",341700
"165841",306800
"165842",431300
"165843",423300
"165844",359500
"165845",344200
"165846",237400
"165847",109400
"165848",242700
"165849",315500
"165850",223600
"165851",527800
"165852",338700
"165853",368100
"165854",355400
"165855",857500
"165856",433000
"165857",286000
"165858",433400
"165859",441100
"165860",251100
"165861",282700
"165862",829900
"165863",189400
"165864",308100
"165865",368500
"165866",299300
"165867",264700
"165868",160000
"165869",458600
"165870",366700
"165871",339300
"165872",287900
"165873",552000
"165874",429700
"165875",352000
"165876",215000
"165877",631800
"165878",329800
"165879",298500
"165880",372400
"165881",442600
"165882",248200
"165883",375300
"165884",267300
"165885",393100
"165886",232800
"165887",600000
"165888",281700
"165889",239400
"165890",253300
"165891",194100
"165892",228800
"165893",320900
"165894",1009100
"165895",459100
"165896",274800
"165897",345100
"165898",520000
"165899",362400
"165900",189700
"165901",632200
"165902",302500
"165903",399700
"165904",1941200
"165905",911500
"165906",501200
"165907",269700
"165908",540800
"165909",205300
"165910",591900
"165911",260600
"165912",425900
"165913",309800
"165914",296600
"165915",685300
"165916",247000
"165917",506000
"165918",292200
"165919",440800
"165920",345200
"165921",357700
"165922",573800
"165923",339600
"165924",323400
"165925",422600
"165926",333800
"165927",225600
"165928",338300
"165929",458300
"165930",286600
"165931",255300
"165932",350300
"165933",343300
"165934",250700
"165935",229800
"165936",308300
"165937",546200
"165938",365800
"165939",501800
"165940",283000
"165941",271400
"165942",452100
"165943",655400
"165944",302600
"165945",435400
"165946",196300
"165947",597300
"165948",447500
"165949",560300
"165950",216500
"165951",317200
"165952",274300
"165953",177500
"165954",323000
"165955",333100
"165956",328300
"165957",355700
"165958",329700
"165959",647200
"165960",339000
"165961",351800
"165962",380000
"165963",349700
"165964",620600
"165965",320700
"165966",327100
"165967",158200
"165968",405200
"165969",223100
"165970",284500
"165971",296300
"165972",388500
"165973",412100
"165974",265600
"165975",235200
"165976",295100
"165977",520700
"165978",51600
"165979",254400
"165980",288600
"165981",536500
"165982",274500
"165983",378200
"165984",469600
"165985",363300
"165986",974300
"165987",290200
"165988",277300
"165989",297300
"165990",318400
"165991",241100
"165992",303800
"165993",426600
"165994",409700
"165995",239300
"165996",292800
"165997",291100
"165998",354600
"165999",447700
"166000",221400
"166001",207800
"166002",551300
"166003",362200
"166004",221800
"166005",199200
"166006",359900
"166007",306700
"166008",703700
"166009",174200
"166010",312900
"166011",291200
"166012",602000
"166013",170900
"166014",306800
"166015",289400
"166016",202700
"166017",349600
"166018",218900
"166019",308600
"166020",312700
"166021",324500
"166022",303200
"166023",374800
"166024",445400
"166025",279800
"166026",418800
"166027",274300
"166028",395500
"166029",210700
"166030",267200
"166031",274300
"166032",622700
"166033",428700
"166034",529300
"166035",173000
"166036",650900
"166037",599900
"166038",272400
"166039",322600
"166040",621200
"166041",295700
"166042",179900
"166043",411800
"166044",588500
"166045",511900
"166046",549500
"166047",311200
"166048",283900
"166049",232200
"166050",290700
"166051",260000
"166052",344000
"166053",310900
"166054",500100
"166055",427900
"166056",537700
"166057",290000
"166058",446000
"166059",467500
"166060",329200
"166061",309000
"166062",488800
"166063",332000
"166064",389900
"166065",173100
"166066",285200
"166067",268300
"166068",835000
"166069",258200
"166070",448100
"166071",349700
"166072",553100
"166073",451600
"166074",499000
"166075",549100
"166076",1107600
"166077",522800
"166078",464900
"166079",269800
"166080",370300
"166081",260600
"166082",758400
"166083",238800
"166084",299100
"166085",602100
"166086",730900
"166087",285000
"166088",440800
"166089",200100
"166090",426900
"166091",372600
"166092",217800
"166093",799200
"166094",408900
"166095",321200
"166096",223200
"166097",300700
"166098",492600
"166099",343700
"166100",189800
"166101",289500
"166102",430000
"166103",489400
"166104",277500
"166105",327100
"166106",490000
"166107",543200
"166108",338400
"166109",511700
"166110",282200
"166111",490000
"166112",306400
"166113",557500
"166114",736700
"166115",1078300
"166116",441100
"166117",356700
"166118",454800
"166119",355800
"166120",552800
"166121",607100
"166122",262400
"166123",420100
"166124",540900
"166125",542100
"166126",663900
"166127",282800
"166128",1515900
"166129",695000
"166130",376700
"166131",280800
"166132",258000
"166133",146000
"166134",469200
"166135",842900
"166136",322000
"166137",442700
"166138",375700
"166139",701200
"166140",201400
"166141",334400
"166142",509800
"166143",793800
"166144",332300
"166145",271700
"166146",447800
"166147",304900
"166148",189300
"166149",449000
"166150",562500
"166151",218100
"166152",221000
"166153",678300
"166154",347300
"166155",230000
"166156",545000
"166157",530500
"166158",584400
"166159",236800
"166160",301600
"166161",303900
"166162",280000
"166163",302400
"166164",437200
"166165",471100
"166166",237300
"166167",406400
"166168",357300
"166169",500400
"166170",955300
"166171",368000
"166172",379700
"166173",237000
"166174",755900
"166175",484200
"166176",270800
"166177",262600
"166178",229300
"166179",344000
"166180",204700
"166181",391600
"166182",460700
"166183",700000
"166184",336900
"166185",503100
"166186",247200
"166187",396000
"166188",210500
"166189",380800
"166190",516300
"166191",363600
"166192",286100
"166193",389700
"166194",440800
"166195",235600
"166196",450500
"166197",305600
"166198",244800
"166199",1331600
"166200",669100
"166201",306500
"166202",1038600
"166203",269000
"166204",275000
"166205",323800
"166206",250400
"166207",522400
"166208",313300
"166209",535100
"166210",503500
"166211",327500
"166212",445900
"166213",245900
"166214",305200
"166215",379700
"166216",239600
"166217",705700
"166218",258800
"166219",302600
"166220",624300
"166221",308800
"166222",355200
"166223",327800
"166224",213900
"166225",199200
"166226",449200
"166227",335000
"166228",688600
"166229",359000
"166230",686000
"166231",369000
"166232",238800
"166233",614800
"166234",314700
"166235",334500
"166236",1490500
"166237",212900
"166238",358400
"166239",312200
"166240",268900
"166241",437400
"166242",476500
"166243",734700
"166244",270300
"166245",300300
"166246",248500
"166247",217300
"166248",263100
"166249",300500
"166250",223900
"166251",279700
"166252",222500
"166253",261100
"166254",527000
"166255",306400
"166256",289200
"166257",398000
"166258",361800
"166259",279800
"166260",666900
"166261",854300
"166262",242900
"166263",278400
"166264",244700
"166265",380900
"166266",441800
"166267",373200
"166268",785900
"166269",370700
"166270",480000
"166271",309100
"166272",707500
"166273",346700
"166274",452100
"166275",200000
"166276",319200
"166277",223900
"166278",269700
"166279",476400
"166280",440500
"166281",459500
"166282",329000
"166283",203200
"166284",295500
"166285",315000
"166286",321300
"166287",368300
"166288",211000
"166289",182200
"166290",437800
"166291",231300
"166292",288600
"166293",393600
"166294",176400
"166295",324200
"166296",399500
"166297",403900
"166298",479500
"166299",278500
"166300",380900
"166301",549000
"166302",189100
"166303",317200
"166304",218200
"166305",303100
"166306",544200
"166307",257500
"166308",307500
"166309",445200
"166310",398700
"166311",297100
"166312",291100
"166313",435600
"166314",403400
"166315",414300
"166316",250900
"166317",339300
"166318",546800
"166319",413000
"166320",211500
"166321",286100
"166322",306900
"166323",697000
"166324",240500
"166325",510200
"166326",279600
"166327",450100
"166328",321700
"166329",246800
"166330",450700
"166331",296800
"166332",342100
"166333",466300
"166334",235800
"166335",426100
"166336",291000
"166337",144400
"166338",233800
"166339",509100
"166340",817300
"166341",352500
"166342",194100
"166343",306000
"166344",710300
"166345",1081700
"166346",237800
"166347",537300
"166348",698100
"166349",310400
"166350",428700
"166351",299800
"166352",288300
"166353",472200
"166354",276200
"166355",220100
"166356",192700
"166357",545700
"166358",303100
"166359",240000
"166360",534100
"166361",251200
"166362",230000
"166363",300100
"166364",236700
"166365",278900
"166366",358400
"166367",271400
"166368",259200
"166369",396300
"166370",328100
"166371",318900
"166372",368900
"166373",522700
"166374",339100
"166375",402200
"166376",218200
"166377",232200
"166378",478600
"166379",187900
"166380",287300
"166381",392800
"166382",882500
"166383",442400
"166384",301100
"166385",197400
"166386",400100
"166387",263600
"166388",481100
"166389",269800
"166390",380000
"166391",342300
"166392",205500
"166393",381000
"166394",400500
"166395",467800
"166396",263200
"166397",453000
"166398",845500
"166399",281500
"166400",348900
"166401",213600
"166402",475100
"166403",689500
"166404",435100
"166405",293700
"166406",729600
"166407",390600
"166408",246600
"166409",577300
"166410",303100
"166411",356700
"166412",462800
"166413",629400
"166414",347000
"166415",391600
"166416",278100
"166417",333400
"166418",340200
"166419",1186700
"166420",261900
"166421",287500
"166422",565300
"166423",296100
"166424",226100
"166425",550000
"166426",467800
"166427",323100
"166428",520200
"166429",175500
"166430",216900
"166431",211100
"166432",502700
"166433",230600
"166434",338300
"166435",397200
"166436",648600
"166437",320600
"166438",237800
"166439",492100
"166440",662900
"166441",273000
"166442",262500
"166443",341000
"166444",478300
"166445",362600
"166446",167500
"166447",285900
"166448",274000
"166449",422000
"166450",303200
"166451",244600
"166452",350100
"166453",210500
"166454",394100
"166455",478700
"166456",677600
"166457",310300
"166458",2527900
"166459",440300
"166460",442100
"166461",443600
"166462",374300
"166463",307900
"166464",1698600
"166465",185000
"166466",370200
"166467",364000
"166468",333700
"166469",575200
"166470",360000
"166471",664200
"166472",411100
"166473",275200
"166474",330000
"166475",556500
"166476",370500
"166477",246400
"166478",307500
"166479",271400
"166480",489400
"166481",533900
